flock_id,farm_no,house_no,survey_date,season,first_date_placed,last_date_sold,carbon_add_backs,caked_litter,pulled_cake_from_house,house_clean_out,litter_condition,litter_depth,moisture_percent,paw_score,proper_windrowing,litter_intervention,avg_weight,feed_conversion,livability,one_week_mortality,weight_gain_per_day,age_days,head_placed,head_sold,feed_consumed,goal_weight,breed,bird_type,hen_age_weeks,moisture_percent_single,paw_score_single,caked_litter_single,moisture_composite,paw_score_composite,caked_litter_composite,moisture_percent_num,paw_score_num,caked_litter_num,moisture_level,paw_score_level,mortality_rate,feed_efficiency,production_days
0310-151,310,151,2024-09-03,Summer,2024-08-13,2024-09-26,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.42199488491049,1.60298022036373,97.3443983402,1.0414937759,0.1459544292,44,48200,46920,483010,6.7,ROSS 708,TP,44,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.6556016597510372,0.623838015776072,44
5420-57,5420,57,2024-09-16,Summer,2024-08-26,2024-10-11,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.1559742427856,1.6566906865024,97.9672897196,0.7546728972,0.1341816844,46,42800,41930,427625,6.7,ROSS 708,ORG,31,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.032710280373832,0.6036129786612109,46
8710-134,8710,134,2025-04-14,Spring,2025-03-18,2025-05-14,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,9.05561353809453,1.78154636459431,93.1527777778,1.8472222222,0.1588704129,57,36000,33535,541020,9,ROSS 708,BB,30,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,6.847222222222222,0.5613101179254001,57
1207-42,1207,42,2025-02-26,Winter,2025-02-03,2025-03-14,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,5.03365248919864,1.58547736634389,93.0484848485,1.3050505051,0.1324645392,38,198000,184236,1470340,4.2,ROSS 308,SB,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,6.951515151515151,0.6307248663574426,39
0421-154,421,154,2025-03-28,Winter,2025-02-24,2025-04-18,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.30939017969782,1.8244221928333,92.5266544118,1.3428308824,0.1231074777,51,108800,100669,1158800,6.7,ROSS 708,ORG,48,Greater than 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,90,30,High,Good,7.473345588235294,0.5481187435277879,53
4724-2,4724,2,2025-02-28,Winter,2025-01-21,2025-03-14,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.76356785740164,1.77039766883785,91.2764550265,3.2619047619,0.1300686126,52,75600,69005,826280,6.7,ROSS 708,TP,49,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,8.723544973544973,0.5648448467831718,52
5509-59,5509,59,2025-04-10,Spring,2025-03-24,2025-05-07,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,"Greater than 40 % moisture,31 – 40 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.52529815424897,1.61420256625072,94.0608930988,3.4154262517,0.1485735602,44,73900,69511,732170,6.7,ROSS 308,ORG,33,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,45.5,90,5,High,Good,5.939106901217862,0.61950093557507,44
4227-15,4227,15,2024-09-12,Summer,2024-08-15,2024-10-02,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,None,Acid and disinfect used,7.09387222946545,1.68610243215095,95.4771784232,1.0663900415,0.1477890048,48,48200,46020,550445,6.7,ROSS 708,TP,45,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,4.522821576763485,0.5930837776707946,48
3829-37,3829,37,2024-07-24,Summer,2024-07-02,2024-08-26,Done per SOP,11 – 49 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,7.9661281843627,1.73898658771492,96.095189984,1.1455019592,0.1503043054,53,73243,70383,975015,6.7,ROSS 708,TP,46,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.9048100159742227,0.5750475633708192,55
2533-4,2533,4,2025-02-20,Winter,2025-01-28,2025-03-26,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,None,8.44494625863308,1.84857271843312,94.6260579992,1.1849590676,0.1516915412,56,72070,68197,1064630,9,ROSS 708,BB,40,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,5.373942000832524,0.540957891474032,57
9172-133,9172,133,2025-03-25,Spring,2025-03-04,2025-05-01,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,9.20555896371101,1.74493784441881,93.7654867257,2.0663716814,0.1631864156,57,90400,84764,1361575,9,ROSS 708,BB,34,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,6.234513274336283,0.5730863154802354,58
2927-54,2927,54,2025-04-02,Spring,2025-03-11,2025-04-28,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.41731516245956,1.58024941290793,96.6997487437,1.6532663317,0.1458480719,44,79600,76973,780580,6.7,ROSS 708,TP,45,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.300251256281407,0.632811499141663,48
1581-102,1581,102,2024-10-10,Fall,2024-09-27,2024-11-04,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.89759211300367,1.55753140963689,98.5926666667,0.3913333333,0.1293110658,38,150000,147889,1128120,4.2,ROSS 308,SB,34,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,1.4073333333333333,0.6420416267772935,38
1095-52,1095,52,2025-03-17,Spring,2025-03-03,2025-04-07,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,"31 – 40 % moisture,Less than 30 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.5392574558734,1.50214534727809,96.3636363636,1.633431085,0.1296930702,35,136400,131440,896240,4.2,ROSS 308,SB,35,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,90,5,High,Good,3.6363636363636362,0.6657145407480143,35
1438-14,1438,14,2025-03-04,Winter,2025-02-11,2025-04-01,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.37257774243502,1.74422041245238,91.8961538462,2.5038461538,0.1355867605,47,130000,119465,1327875,6.7,ROSS 708,TP,33,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,8.103846153846154,0.5733220370893358,49
2865-248,2865,248,2025-03-10,Winter,2025-02-13,2025-03-28,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,5.4259501965924,1.64200651612178,96.2140762463,1.1451612903,0.1261848883,43,68200,65618,584620,6.7,ROSS 708,TP,33,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.785923753665689,0.6090109814922529,43
1006-111,1006,111,2024-08-30,Summer,2024-08-07,2024-09-11,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.02233011150209,1.5485980894447,97.1064013841,0.9991349481,0.1218887913,33,346800,336765,2097700,4.2,ROSS 308,SB,47,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.893598615916955,0.6457453401344324,35
0169-156,169,156,2024-10-04,Fall,2024-09-06,2024-10-22,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.27605251456788,1.60516090192644,94.9577777778,1.3611111111,0.1096423722,39,90000,85462,586590,4.2,ROSS 708,SB,37,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,5.042222222222223,0.6229905044409232,46
8327-149,8327,149,2024-10-04,Fall,2024-09-19,2024-11-18,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,9.90919983254659,1.85294417574733,96.2125,0.5652777778,0.1651533305,60,72000,69273,1271935,9,ROSS 708,BB,42,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.7875,0.5396816661228769,60
0794-39,794,39,2024-09-17,Summer,2024-08-20,2024-10-18,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,None,Only 1 intervention used,9.72100954979536,1.82329310223844,95.8169934641,1.1503267974,0.1676036129,58,30600,29320,519675,9,ROSS 708,BB,46,31 – 40 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,65,5,High,Acceptable,4.183006535947712,0.5484581709722421,59
0689-96,689,96,2024-08-22,Summer,2024-07-30,2024-09-17,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,7.57106591030181,1.66547998509749,97.5749235474,0.6957186544,0.1545115492,49,65400,63814,804660,6.7,ROSS 708,TP,36,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.4250764525993884,0.6004275097556723,49
0614-141,614,141,2024-09-30,Summer,2024-08-29,2024-10-14,Not done,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.93869822485207,1.70568972574703,96.0227272727,0.8318181818,0.1508412658,46,44000,42250,500040,6.7,ROSS 708,TP,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.977272727272727,0.5862730981521486,46
2845-39,2845,39,2024-09-11,Summer,2024-08-21,2024-09-24,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.42157866106086,1.52736883810159,96.1515957447,1.5780141844,0.1300464312,34,112800,108459,732465,4.2,ROSS 308,SB,54,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.848404255319149,0.6547207033783198,34
2218-1,2218,1,2025-04-09,Spring,2025-03-18,2025-04-22,Done per SOP,"Less than 10 % caked,11 – 49 % caked",FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"Less than 30 % moisture,31 – 40 % moisture",Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.63833297327022,1.54144260490325,96.0698113208,1.4339622642,0.1325237992,35,106000,101834,728085,4.2,ROSS 308,SB,43,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,TRUE,15,90,5,Low,Good,3.9301886792452825,0.6487429352342093,35
8002-161,8002,161,2025-04-14,Spring,2025-03-18,2025-05-14,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,8.8450536352801,1.79275030319364,93.2222222222,1.2916666667,0.1551763796,57,36000,33560,532160,9,ROSS 708,BB,30,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,6.777777777777779,0.5578021647624773,57
8336-154,8336,154,2025-04-01,Spring,2025-03-11,2025-05-08,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,9.24291142940661,1.79147691334598,95.0277777778,1.125,0.1621563409,57,72000,68420,1132930,9,ROSS 708,BB,29,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.972222222222222,0.5581986530500571,58
0612-216,612,216,2025-03-27,Spring,2025-03-07,2025-04-02,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,2.19247605151304,1.54484953703704,97.6037151703,0.7275541796,0.084326002,26,32300,31526,106780,2,ROSS 308,SB,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.3962848297213624,0.6473122307548217,26
1885-107,1885,107,2025-04-28,Spring,2025-04-07,2025-05-28,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,None,8.07915680791568,1.58738610815288,91.3558951965,2.4934497817,0.1584148394,51,45800,41841,536600,6.7,ROSS 708,TP,36,31 – 40 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,65,5,High,Acceptable,8.64410480349345,0.6299664554603062,51
0905-44,905,44,2024-10-08,Fall,2024-09-09,2024-10-30,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.29533257440234,1.7159002841643,96.9300492611,0.9556650246,0.1281529249,49,101500,98384,1062760,6.7,ROSS 708,ORG,43,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.069950738916256,0.5827844480409495,51
0280-141,280,141,2024-08-28,Summer,2024-08-06,2024-09-25,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,7.46399962957818,1.68706575682382,96.6892754012,1.419201755,0.1554999923,48,44673,43194,543910,6.7,ROSS 708,TP,51,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,3.3107245987509235,0.5927451232740715,50
0085-69,85,69,2025-03-10,Winter,2025-02-20,2025-04-17,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,8.90346083788707,1.78510297326787,91.5,1.0125,0.1589903721,56,72000,65880,1047070,9,ROSS 708,BB,33,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,8.5,0.5601917732338803,56
5331-198,5331,198,2025-04-28,Spring,2025-04-07,2025-05-30,Done per SOP,"11 – 49 % caked,Greater than 50 % of area caked",FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,None,7.74325708432912,1.70258671369782,94.6875,1.7629310345,0.1489087901,52,46400,43935,579220,6.7,ROSS 708,TP,39,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,TRUE,35.5,65,30,High,Acceptable,5.3125,0.5873415973205361,53
1735-110,1735,110,2025-04-11,Spring,2025-03-21,2025-05-06,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,None,Acid and disinfect used,6.26722807751654,1.58359414121182,96.0728643216,2.1507537688,0.1424370018,44,79600,76474,758985,6.7,ROSS 708,TP,45,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,3.9271356783919598,0.6314749303345907,46
